codistat,codprov_istat,segm3,km,casmez,year,index_stateint
39010,39,3,-190.4382916451436,0,2008,69.92567014694214
39010,39,3,-190.4382916451436,0,2013,31.60283762961626
39010,39,3,-190.4382916451436,0,2018,60.37350741028786
39011,39,3,-202.5893393535009,0,1994,39.11783113330603
39011,39,3,-202.5893393535009,0,1996,40.27609556913376
39011,39,3,-202.5893393535009,0,2001,52.2080894112587
39011,39,3,-202.5893393535009,0,2006,71.2879983484745
39011,39,3,-202.5893393535009,0,2008,70.08504199981689
39011,39,3,-202.5893393535009,0,2013,29.45421763136983
39011,39,3,-202.5893393535009,0,2018,61.24773842096329
39012,39,3,-200.381677613957,0,1994,35.33024686574936
39012,39,3,-200.381677613957,0,1996,36.32417488098145
39012,39,3,-200.381677613957,0,2001,46.30805069208145
39012,39,3,-200.381677613957,0,2006,63.15380814671516
39012,39,3,-200.381677613957,0,2008,70.99846315383911
39012,39,3,-200.381677613957,0,2013,28.14948032051325
39012,39,3,-200.381677613957,0,2018,61.6100772023201
39013,39,3,-206.957394477827,0,1994,41.57926110178232
39013,39,3,-206.957394477827,0,1996,42.87617367506027
39013,39,3,-206.957394477827,0,2001,54.90978935360909
39013,39,3,-206.957394477827,0,2006,73.5163222849369
39013,39,3,-206.957394477827,0,2008,70.34949684143066
39013,39,3,-206.957394477827,0,2013,29.85949556529522
39013,39,3,-206.957394477827,0,2018,60.57122081518173
39014,39,3,-187.0024719052821,0,1994,32.29091119766235
39014,39,3,-187.0024719052821,0,1996,35.42051202058792
39014,39,3,-187.0024719052821,0,2001,45.83474299311638
39014,39,3,-187.0024719052821,0,2006,62.73539811372757
39014,39,3,-187.0024719052821,0,2008,72.51765990257263
39014,39,3,-187.0024719052821,0,2013,32.3900057412684
39014,39,3,-187.0024719052821,0,2018,59.8336875140667
39015,39,3,-198.0214196760561,0,1994,36.71921711415052
39015,39,3,-198.0214196760561,0,1996,37.1987321972847
39015,39,3,-198.0214196760561,0,2001,46.4052220582962
39015,39,3,-198.0214196760561,0,2006,65.11384290456772
39015,39,3,-198.0214196760561,0,2008,68.56183671951294
39015,39,3,-198.0214196760561,0,2013,32.21857108548284
39015,39,3,-198.0214196760561,0,2018,59.79266285896301
39016,39,3,-190.5577112717072,0,1994,32.56967658549547
39016,39,3,-190.5577112717072,0,1996,33.87792485952377
39016,39,3,-190.5577112717072,0,2001,43.15308076143265
39016,39,3,-190.5577112717072,0,2006,60.32081657648087
39016,39,3,-190.5577112717072,0,2008,70.60345554351807
39016,39,3,-190.5577112717072,0,2013,32.87824470922351
39016,39,3,-190.5577112717072,0,2018,59.19240978360176
39017,39,3,-204.8864663242003,0,1994,35.22345273196697
39017,39,3,-204.8864663242003,0,1996,35.91445356607437
39017,39,3,-204.8864663242003,0,2001,42.0674324631691
39017,39,3,-204.8864663242003,0,2006,57.65983028709888
39017,39,3,-204.8864663242003,0,2008,71.27159738540649
39017,39,3,-204.8864663242003,0,2013,34.71443263720721
39017,39,3,-204.8864663242003,0,2018,59.06056237220764
39018,39,3,-198.5777606297623,0,1994,36.78340999037027
39018,39,3,-198.5777606297623,0,1996,37.02637052536011
39018,39,3,-198.5777606297623,0,2001,45.32815980911255
39018,39,3,-198.5777606297623,0,2006,63.27285048365593
39018,39,3,-198.5777606297623,0,2008,71.1766345500946
39018,39,3,-198.5777606297623,0,2013,29.60931219905615
39018,39,3,-198.5777606297623,0,2018,60.809575766325
40001,40,3,-151.3057058598559,0,1994,36.59020955860615
40001,40,3,-151.3057058598559,0,1996,35.60763657093048
40001,40,3,-151.3057058598559,0,2001,41.66232565045357
40001,40,3,-151.3057058598559,0,2006,58.88470858335495
40001,40,3,-151.3057058598559,0,2008,68.76965475082397
40001,40,3,-151.3057058598559,0,2013,34.32877112179995
40001,40,3,-151.3057058598559,0,2018,59.85453388094902
40003,40,3,-165.9479353705695,0,1994,36.12271260470152
40003,40,3,-165.9479353705695,0,1996,38.13992828130722
40003,40,3,-165.9479353705695,0,2001,46.51856806874275
40003,40,3,-165.9479353705695,0,2006,64.36216431856155
40003,40,3,-165.9479353705695,0,2008,71.0011990070343
40003,40,3,-165.9479353705695,0,2013,35.02578254602849
40003,40,3,-165.9479353705695,0,2018,58.79231086373329
40004,40,3,-144.8431524451415,0,1994,36.21212287992239
40004,40,3,-144.8431524451415,0,1996,38.70195317268372
40004,40,3,-144.8431524451415,0,2001,35.91146570444107
40004,40,3,-144.8431524451415,0,2006,50.8287298977375
40004,40,3,-144.8431524451415,0,2008,70.28050255775452
40004,40,3,-144.8431524451415,0,2013,43.60519814491272
40004,40,3,-144.8431524451415,0,2018,58.0406152755022
40005,40,3,-177.5617535542937,0,1994,31.60363312065601
40005,40,3,-177.5617535542937,0,1996,30.92499136924744
40005,40,3,-177.5617535542937,0,2001,35.79628127813339
40005,40,3,-177.5617535542937,0,2006,51.61590372025967
40005,40,3,-177.5617535542937,0,2008,69.31163644790649
40005,40,3,-177.5617535542937,0,2013,33.37280417606235
40005,40,3,-177.5617535542937,0,2018,60.50930991768837
40007,40,3,-159.6407818414168,0,1994,33.65984018146992
40007,40,3,-159.6407818414168,0,1996,34.7476646900177
40007,40,3,-159.6407818414168,0,2001,46.60061174631119
40007,40,3,-159.6407818414168,0,2006,63.37662774324417
40007,40,3,-159.6407818414168,0,2008,71.88915491104126
40007,40,3,-159.6407818414168,0,2013,33.83481282368302
40007,40,3,-159.6407818414168,0,2018,59.05601620674133
40008,40,3,-158.3665029906257,0,1994,30.73466971516609
40008,40,3,-158.3665029906257,0,1996,32.62470090389252
40008,40,3,-158.3665029906257,0,2001,36.98803877830505
40008,40,3,-158.3665029906257,0,2006,50.4735786318779
40008,40,3,-158.3665029906257,0,2008,73.32341504096985
40008,40,3,-158.3665029906257,0,2013,39.21989898756146
40008,40,3,-158.3665029906257,0,2018,58.51992666721344
40009,40,3,-164.6316493317244,0,1994,36.76623800396919
40009,40,3,-164.6316493317244,0,1996,37.05270224809647
40009,40,3,-164.6316493317244,0,2001,42.0759841799736
40009,40,3,-164.6316493317244,0,2006,58.17019701004028
40009,40,3,-164.6316493317244,0,2008,68.50888895988464
40009,40,3,-164.6316493317244,0,2013,29.84545503742993
40009,40,3,-164.6316493317244,0,2018,60.91750600188971
40011,40,3,-176.6058772474099,0,1994,35.9906850233674
40011,40,3,-176.6058772474099,0,1996,37.84318333864212
40011,40,3,-176.6058772474099,0,2001,40.15517055988312
40011,40,3,-176.6058772474099,0,2006,54.99999912083149
40011,40,3,-176.6058772474099,0,2008,65.47137087583542
40011,40,3,-176.6058772474099,0,2013,35.23948710039258
40011,40,3,-176.6058772474099,0,2018,59.87469838559628
40012,40,3,-177.2554679200653,0,1994,33.03275717049837
40012,40,3,-177.2554679200653,0,1996,34.60531878471375
40012,40,3,-177.2554679200653,0,2001,42.59486919641495
40012,40,3,-177.2554679200653,0,2006,59.00804847478867
40012,40,3,-177.2554679200653,0,2008,71.96447348594666
40012,40,3,-177.2554679200653,0,2013,30.97140343859792
40012,40,3,-177.2554679200653,0,2018,60.21350887417793
40013,40,3,-169.8526072233185,0,1994,35.19571705162525
40013,40,3,-169.8526072233185,0,1996,38.1050164103508
40013,40,3,-169.8526072233185,0,2001,47.81558185815811
40013,40,3,-169.8526072233185,0,2006,65.50164073705673
40013,40,3,-169.8526072233185,0,2008,70.20602321624756
40013,40,3,-169.8526072233185,0,2013,33.21470327675343
40013,40,3,-169.8526072233185,0,2018,59.93947470188141
40014,40,3,-165.4369989209507,0,1994,37.29012696444988
40014,40,3,-165.4369989209507,0,1996,37.36022198200226
40014,40,3,-165.4369989209507,0,2001,41.20344552397728
40014,40,3,-165.4369989209507,0,2006,55.3316011428833
40014,40,3,-165.4369989209507,0,2008,63.71715641021729
40014,40,3,-165.4369989209507,0,2013,29.58670530281961
40014,40,3,-165.4369989209507,0,2018,62.17115181684494
40015,40,3,-153.5363681777331,0,1994,32.91680736839771
40015,40,3,-153.5363681777331,0,1996,34.06363987922668
40015,40,3,-153.5363681777331,0,2001,42.22462767362595
40015,40,3,-153.5363681777331,0,2006,57.54335349798203
40015,40,3,-153.5363681777331,0,2008,72.26938343048096
40015,40,3,-153.5363681777331,0,2013,37.4681252874434
40015,40,3,-153.5363681777331,0,2018,59.38461154699326
40016,40,3,-150.5612697804903,0,1994,32.25012231618166
40016,40,3,-150.5612697804903,0,1996,34.44791084527969
40016,40,3,-150.5612697804903,0,2001,39.03845021128654
40016,40,3,-150.5612697804903,0,2006,54.31541959941387
40016,40,3,-150.5612697804903,0,2008,71.75887632369995
40016,40,3,-150.5612697804903,0,2013,40.6789827272296
40016,40,3,-150.5612697804903,0,2018,57.74493443220854
40018,40,3,-150.0393061116431,0,1994,37.3698008954525
40018,40,3,-150.0393061116431,0,1996,37.48940092325211
40018,40,3,-150.0393061116431,0,2001,48.06557589769363
40018,40,3,-150.0393061116431,0,2006,64.20390777289867
40018,40,3,-150.0393061116431,0,2008,70.49268555641174
40018,40,3,-150.0393061116431,0,2013,40.39194910228252
40018,40,3,-150.0393061116431,0,2018,58.2316467911005
40019,40,3,-167.6926939280403,0,1994,37.12470063567162
40019,40,3,-167.6926939280403,0,1996,37.39389127492905
40019,40,3,-167.6926939280403,0,2001,42.82054364681244
40019,40,3,-167.6926939280403,0,2006,59.7564679980278
40019,40,3,-167.6926939280403,0,2008,67.46857619285583
40019,40,3,-167.6926939280403,0,2013,35.7314275726676
40019,40,3,-167.6926939280403,0,2018,58.92414450645447
40020,40,3,-146.484119242652,0,1994,33.17510743439198
40020,40,3,-146.484119242652,0,1996,34.76286554336548
40020,40,3,-146.484119242652,0,2001,39.26005393266678
40020,40,3,-146.484119242652,0,2006,55.32524904608727
40020,40,3,-146.484119242652,0,2008,68.91519856452942
40020,40,3,-146.484119242652,0,2013,39.00306773744524
40020,40,3,-146.484119242652,0,2018,58.40888887643814
40022,40,3,-184.7959799361087,0,1994,29.93868397176266
40022,40,3,-184.7959799361087,0,1996,30.5372326374054
40022,40,3,-184.7959799361087,0,2001,36.16165918111801
40022,40,3,-184.7959799361087,0,2006,50.47299221158028
40022,40,3,-184.7959799361087,0,2008,67.18902802467346
40022,40,3,-184.7959799361087,0,2013,38.20715924724936
40022,40,3,-184.7959799361087,0,2018,59.70953500270844
40028,40,3,-151.8277159379508,0,1994,32.7994447350502
40028,40,3,-151.8277159379508,0,1996,33.70061576366425
40028,40,3,-151.8277159379508,0,2001,43.22885549068451
40028,40,3,-151.8277159379508,0,2006,58.17717111110687
40028,40,3,-151.8277159379508,0,2008,67.0541934967041
40028,40,3,-151.8277159379508,0,2013,33.3684843108058
40028,40,3,-151.8277159379508,0,2018,57.77377503365278
40031,40,3,-175.3156726438181,0,1994,33.85993264988065
40031,40,3,-175.3156726438181,0,1996,34.8041353225708
40031,40,3,-175.3156726438181,0,2001,45.50234961509705
40031,40,3,-175.3156726438181,0,2006,61.40350776910782
40031,40,3,-175.3156726438181,0,2008,71.79287928342819
40031,40,3,-175.3156726438181,0,2013,17.7905012704432
40031,40,3,-175.3156726438181,0,2018,60.08423009514809
40032,40,3,-169.934772653015,0,1994,35.697758898139
40032,40,3,-169.934772653015,0,1996,36.60546571016312
40032,40,3,-169.934772653015,0,2001,40.03902453184128
40032,40,3,-169.934772653015,0,2006,53.40196919441223
40032,40,3,-169.934772653015,0,2008,69.76493167877197
40032,40,3,-169.934772653015,0,2013,37.81891473010182
40032,40,3,-169.934772653015,0,2018,60.07956211268902
40033,40,3,-172.0243459801787,0,1994,27.78303015232086
40033,40,3,-172.0243459801787,0,1996,29.64472198486328
40033,40,3,-172.0243459801787,0,2001,30.30866807699203
40033,40,3,-172.0243459801787,0,2006,45.4695228934288
40033,40,3,-172.0243459801787,0,2008,66.704913854599
40033,40,3,-172.0243459801787,0,2013,27.68646884337068
40033,40,3,-172.0243459801787,0,2018,59.98220098018646
40036,40,3,-174.3591061755863,0,1994,29.29427217319608
40036,40,3,-174.3591061755863,0,1996,29.07236278057098
40036,40,3,-174.3591061755863,0,2001,33.49592691659927
40036,40,3,-174.3591061755863,0,2006,47.23684181272984
40036,40,3,-174.3591061755863,0,2008,71.50209510326385
40036,40,3,-174.3591061755863,0,2013,30.25525896251202
40036,40,3,-174.3591061755863,0,2018,61.65593534708023
40037,40,3,-147.5221091654633,0,1994,32.86106289923191
40037,40,3,-147.5221091654633,0,1996,33.28625953197479
40037,40,3,-147.5221091654633,0,2001,40.34335601329803
40037,40,3,-147.5221091654633,0,2006,56.1696061193943
40037,40,3,-147.5221091654633,0,2008,70.56430101394653
40037,40,3,-147.5221091654633,0,2013,42.06319973245263
40037,40,3,-147.5221091654633,0,2018,57.82777607440948
40041,40,3,-149.0656045045912,0,1994,32.57124949991703
40041,40,3,-149.0656045045912,0,1996,33.17424643039703
40041,40,3,-149.0656045045912,0,2001,40.27691125869751
40041,40,3,-149.0656045045912,0,2006,55.86868656426668
40041,40,3,-149.0656045045912,0,2008,72.04999423027039
40041,40,3,-149.0656045045912,0,2013,41.49894245713949
40041,40,3,-149.0656045045912,0,2018,58.98089949786663
40043,40,3,-161.97755330174,0,1994,33.70883301645517
40043,40,3,-161.97755330174,0,1996,34.37592822313309
40043,40,3,-161.97755330174,0,2001,46.06154730916023
40043,40,3,-161.97755330174,0,2006,62.55506767332554
40043,40,3,-161.97755330174,0,2008,66.17706847190857
40043,40,3,-161.97755330174,0,2013,25.66260553896427
40043,40,3,-161.97755330174,0,2018,62.06599490344524
40044,40,3,-146.186794112838,0,1994,30.66593766212463
40044,40,3,-146.186794112838,0,1996,30.35721981525421
40044,40,3,-146.186794112838,0,2001,34.96072000265121
40044,40,3,-146.186794112838,0,2006,48.59101119637489
40044,40,3,-146.186794112838,0,2008,71.15931105613708
40044,40,3,-146.186794112838,0,2013,38.19232291355729
40044,40,3,-146.186794112838,0,2018,58.90333427488804
40045,40,3,-148.4306766710254,0,1994,33.0479699075222
40045,40,3,-148.4306766710254,0,1996,33.80795776844025
40045,40,3,-148.4306766710254,0,2001,41.39539909362793
40045,40,3,-148.4306766710254,0,2006,57.60398927330971
40045,40,3,-148.4306766710254,0,2008,72.33086276054382
40045,40,3,-148.4306766710254,0,2013,38.48586723208427
40045,40,3,-148.4306766710254,0,2018,59.01807367801666
40046,40,3,-145.1354850760462,0,1994,31.60268856585026
40046,40,3,-145.1354850760462,0,1996,33.09327918291092
40046,40,3,-145.1354850760462,0,2001,35.76312249898911
40046,40,3,-145.1354850760462,0,2006,52.12031665444374
40046,40,3,-145.1354850760462,0,2008,71.94967985153198
40046,40,3,-145.1354850760462,0,2013,35.01162582449615
40046,40,3,-145.1354850760462,0,2018,59.1774567514658
40049,40,3,-181.6675168368754,0,1994,27.99747212976217
40049,40,3,-181.6675168368754,0,1996,27.53531873226166
40049,40,3,-181.6675168368754,0,2001,36.68185913562775
40049,40,3,-181.6675168368754,0,2006,52.82215070724487
40049,40,3,-181.6675168368754,0,2008,67.58795297145844
40049,40,3,-181.6675168368754,0,2013,33.31578524410725
40049,40,3,-181.6675168368754,0,2018,61.44933341443539
40050,40,3,-145.1411382275954,0,1994,33.52307063341141
40050,40,3,-145.1411382275954,0,1996,32.92226153612137
40050,40,3,-145.1411382275954,0,2001,36.66374605894089
40050,40,3,-145.1411382275954,0,2006,47.72572904825211
40050,40,3,-145.1411382275954,0,2008,69.66499710083008
40050,40,3,-145.1411382275954,0,2013,34.9189560636878
40050,40,3,-145.1411382275954,0,2018,58.80560769885778
41001,41,3,-92.84317060681755,0,1994,38.90417233109474
41001,41,3,-92.84317060681755,0,1996,37.52626453340054
41001,41,3,-92.84317060681755,0,2001,42.47951292991638
41001,41,3,-92.84317060681755,0,2006,55.88637945055962
41001,41,3,-92.84317060681755,0,2008,74.48615622520447
41001,41,3,-92.84317060681755,0,2013,42.99614498019218
41001,41,3,-92.84317060681755,0,2018,59.72032326459885
41002,41,3,-102.6417632296805,0,1994,37.82229889929295
41002,41,3,-102.6417632296805,0,1996,34.26703345775604
41002,41,3,-102.6417632296805,0,2001,43.31265366077423
41002,41,3,-102.6417632296805,0,2006,58.56950050592422
41002,41,3,-102.6417632296805,0,2008,72.77031421661377
41002,41,3,-102.6417632296805,0,2013,38.6038094162941
41002,41,3,-102.6417632296805,0,2018,59.34808680415154
41003,41,3,-115.7563767736847,0,1994,40.49326637387276
41003,41,3,-115.7563767736847,0,1996,36.15705972909927
41003,41,3,-115.7563767736847,0,2001,42.20705768465996
41003,41,3,-115.7563767736847,0,2006,59.92544260621071
41003,41,3,-115.7563767736847,0,2008,65.71915078163147
41003,41,3,-115.7563767736847,0,2013,42.58870744332671
41003,41,3,-115.7563767736847,0,2018,56.71558931469917
41005,41,3,-116.9749057206235,0,1994,36.20065921545029
41005,41,3,-116.9749057206235,0,1996,31.51927014440298
41005,41,3,-116.9749057206235,0,2001,36.3018856048584
41005,41,3,-116.9749057206235,0,2006,50.19685000181198
41005,41,3,-116.9749057206235,0,2008,77.67754149436951
41005,41,3,-116.9749057206235,0,2013,42.47296374291182
41005,41,3,-116.9749057206235,0,2018,59.97197329252958
41006,41,3,-117.3281437142919,0,1994,31.89078307151794
41006,41,3,-117.3281437142919,0,1996,28.00630962848663
41006,41,3,-117.3281437142919,0,2001,33.25507736206055
41006,41,3,-117.3281437142919,0,2006,50.46511772274971
41006,41,3,-117.3281437142919,0,2008,74.73789966106415
41006,41,3,-117.3281437142919,0,2013,35.65807947516441
41006,41,3,-117.3281437142919,0,2018,58.03683207929134
41007,41,3,-88.20458077041786,0,1994,40.54183965921402
41007,41,3,-88.20458077041786,0,1996,37.51593185961246
41007,41,3,-88.20458077041786,0,2001,42.96955063939095
41007,41,3,-88.20458077041786,0,2006,59.68534958362579
41007,41,3,-88.20458077041786,0,2008,72.59253168106079
41007,41,3,-88.20458077041786,0,2013,41.22635205462575
41007,41,3,-88.20458077041786,0,2018,60.08716028928757
41008,41,3,-83.67231397543286,0,1994,43.06812347471714
41008,41,3,-83.67231397543286,0,1996,42.13310232758522
41008,41,3,-83.67231397543286,0,2001,54.86817702651024
41008,41,3,-83.67231397543286,0,2006,74.00761365890503
41008,41,3,-83.67231397543286,0,2008,72.24536538124084
41008,41,3,-83.67231397543286,0,2013,34.54075096547604
41008,41,3,-83.67231397543286,0,2018,61.50803054869175
41009,41,3,-124.3779129051382,0,1994,28.02425220608711
41009,41,3,-124.3779129051382,0,1996,24.20336025953293
41009,41,3,-124.3779129051382,0,2001,27.06496769189835
41009,41,3,-124.3779129051382,0,2006,35.22522488236427
41009,41,3,-124.3779129051382,0,2008,77.78189373016357
41009,41,3,-124.3779129051382,0,2013,36.96364319883287
41009,41,3,-124.3779129051382,0,2018,61.6438430249691
41010,41,3,-97.95385203431384,0,1994,36.04793810844421
41010,41,3,-97.95385203431384,0,1996,34.10361218452454
41010,41,3,-97.95385203431384,0,2001,38.95400500297546
41010,41,3,-97.95385203431384,0,2006,51.52030521631241
41010,41,3,-97.95385203431384,0,2008,74.582275390625
41010,41,3,-97.95385203431384,0,2013,46.03064096346498
41010,41,3,-97.95385203431384,0,2018,58.71351654827595
41013,41,3,-101.5084979101176,0,1994,35.12791356444359
41013,41,3,-101.5084979101176,0,1996,32.96696960926056
41013,41,3,-101.5084979101176,0,2001,40.26889008283615
41013,41,3,-101.5084979101176,0,2006,53.92841920256615
41013,41,3,-101.5084979101176,0,2008,74.963303565979
41013,41,3,-101.5084979101176,0,2013,42.24933045357466
41013,41,3,-101.5084979101176,0,2018,59.47813940048218
41014,41,3,-99.27234851510516,0,1994,38.80891051888466
41014,41,3,-99.27234851510516,0,1996,35.98792943358421
41014,41,3,-99.27234851510516,0,2001,42.90455257892609
41014,41,3,-99.27234851510516,0,2006,59.01299747824669
41014,41,3,-99.27234851510516,0,2008,69.80985403060913
41014,41,3,-99.27234851510516,0,2013,39.07452113553882
41014,41,3,-99.27234851510516,0,2018,60.11166602373123
41015,41,3,-93.01341252098551,0,1994,39.71719965338707
41015,41,3,-93.01341252098551,0,1996,38.21979036927223
41015,41,3,-93.01341252098551,0,2001,39.06376212835312
41015,41,3,-93.01341252098551,0,2006,50.3998771905899
41015,41,3,-93.01341252098551,0,2008,71.22920703887939
41015,41,3,-93.01341252098551,0,2013,40.1293162368238
41015,41,3,-93.01341252098551,0,2018,59.83558769524097
41016,41,3,-83.73745523864534,0,1994,35.17381283640862
41016,41,3,-83.73745523864534,0,1996,33.1692516207695
41016,41,3,-83.73745523864534,0,2001,36.39550977945328
41016,41,3,-83.73745523864534,0,2006,56.41399469971657
41016,41,3,-83.73745523864534,0,2008,70.456094622612
41016,41,3,-83.73745523864534,0,2013,34.41731570661068
41016,41,3,-83.73745523864534,0,2018,61.0890586078167
41017,41,3,-120.7529044711858,0,1994,31.65986068546772
41017,41,3,-120.7529044711858,0,1996,26.45279052853584
41017,41,3,-120.7529044711858,0,2001,39.82479286193848
41017,41,3,-120.7529044711858,0,2006,46.01770031452179
41017,41,3,-120.7529044711858,0,2008,70.54887580871582
41017,41,3,-120.7529044711858,0,2013,40.93582402169704
41017,41,3,-120.7529044711858,0,2018,59.52404421567917
41018,41,3,-81.36373911529142,0,1994,34.4439050257206
41018,41,3,-81.36373911529142,0,1996,31.24675762653351
41018,41,3,-81.36373911529142,0,2001,40.56807774305344
41018,41,3,-81.36373911529142,0,2006,61.30434754490852
41018,41,3,-81.36373911529142,0,2008,74.5946124792099
41018,41,3,-81.36373911529142,0,2013,40.91870726644993
41018,41,3,-81.36373911529142,0,2018,63.2153585255146
41019,41,3,-121.2226544024631,0,1994,36.34471979737282
41019,41,3,-121.2226544024631,0,1996,35.70373368263245
41019,41,3,-121.2226544024631,0,2001,43.19686982035637
41019,41,3,-121.2226544024631,0,2006,58.98876513540745
41019,41,3,-121.2226544024631,0,2008,74.7626736164093
41019,41,3,-121.2226544024631,0,2013,43.14266860485077
41019,41,3,-121.2226544024631,0,2018,59.39619666337967
41020,41,3,-119.1363838202755,0,1994,40.2517609000206
41020,41,3,-119.1363838202755,0,1996,38.57612878084183
41020,41,3,-119.1363838202755,0,2001,45.6945788860321
41020,41,3,-119.1363838202755,0,2006,61.48748201131821
41020,41,3,-119.1363838202755,0,2008,72.08313679695129
41020,41,3,-119.1363838202755,0,2013,53.29416070738807
41020,41,3,-119.1363838202755,0,2018,57.28134027123451
41021,41,3,-98.60554719620269,0,1994,34.8124892115593
41021,41,3,-98.60554719620269,0,1996,32.79941479861736
41021,41,3,-98.60554719620269,0,2001,43.69139456748962
41021,41,3,-98.60554719620269,0,2006,59.91091364622116
41021,41,3,-98.60554719620269,0,2008,71.02916240692139
41021,41,3,-98.60554719620269,0,2013,38.10861272737384
41021,41,3,-98.60554719620269,0,2018,61.34181445837021
41022,41,3,-114.388249606786,0,1994,32.28467483446002
41022,41,3,-114.388249606786,0,1996,22.46454235911369
41022,41,3,-114.388249606786,0,2001,31.28808251023293
41022,41,3,-114.388249606786,0,2006,40.57471239566803
41022,41,3,-114.388249606786,0,2008,70.81962549686432
41022,41,3,-114.388249606786,0,2013,39.32303637638688
41022,41,3,-114.388249606786,0,2018,60.535888902843
41023,41,3,-120.5896440995859,0,1994,36.83452296257019
41023,41,3,-120.5896440995859,0,1996,34.29114180803299
41023,41,3,-120.5896440995859,0,2001,37.13749605417252
41023,41,3,-120.5896440995859,0,2006,57.89473806321621
41023,41,3,-120.5896440995859,0,2008,74.31388592720032
41023,41,3,-120.5896440995859,0,2013,35.49555285461247
41023,41,3,-120.5896440995859,0,2018,59.74976593255997
41025,41,3,-114.0755652199099,0,1994,31.54419872164726
41025,41,3,-114.0755652199099,0,1996,31.24554312229156
41025,41,3,-114.0755652199099,0,2001,33.06820076704025
41025,41,3,-114.0755652199099,0,2006,46.875
41025,41,3,-114.0755652199099,0,2008,73.15988683700562
41025,41,3,-114.0755652199099,0,2013,36.06608526408672
41025,41,3,-114.0755652199099,0,2018,58.07332855463028
41026,41,3,-123.8208215254825,0,1994,35.73267930746078
41026,41,3,-123.8208215254825,0,1996,28.69988578557968
41026,41,3,-123.8208215254825,0,2001,36.86508285999298
41026,41,3,-123.8208215254825,0,2006,51.9515486061573
41026,41,3,-123.8208215254825,0,2008,75.58952450752258
41026,41,3,-123.8208215254825,0,2013,42.74144060909748
41026,41,3,-123.8208215254825,0,2018,60.43816567957401
41027,41,3,-101.7128423772559,0,1994,33.87780532240868
41027,41,3,-101.7128423772559,0,1996,32.65456020832062
41027,41,3,-101.7128423772559,0,2001,35.3645498752594
41027,41,3,-101.7128423772559,0,2006,48.76847217977047
41027,41,3,-101.7128423772559,0,2008,75.70337176322937
41027,41,3,-101.7128423772559,0,2013,47.56970379501581
41027,41,3,-101.7128423772559,0,2018,58.76013466715813
41028,41,3,-85.40842270029017,0,1994,36.7927807867527
41028,41,3,-85.40842270029017,0,1996,30.40718254446983
41028,41,3,-85.40842270029017,0,2001,45.36073145270348
41028,41,3,-85.40842270029017,0,2006,62.66031455993652
41028,41,3,-85.40842270029017,0,2008,74.68081331253052
41028,41,3,-85.40842270029017,0,2013,42.31695133820176
41028,41,3,-85.40842270029017,0,2018,58.97259473800659
41029,41,3,-89.93329314886736,0,1994,37.8566370010376
41029,41,3,-89.93329314886736,0,1996,35.78431960940361
41029,41,3,-89.93329314886736,0,2001,41.53992432355881
41029,41,3,-89.93329314886736,0,2006,58.85579788684845
41029,41,3,-89.93329314886736,0,2008,75.04964780807495
41029,41,3,-89.93329314886736,0,2013,44.32882096990943
41029,41,3,-89.93329314886736,0,2018,58.60951799154282
41030,41,3,-112.101236378137,0,1994,43.27337650954723
41030,41,3,-112.101236378137,0,1996,36.25725594162941
41030,41,3,-112.101236378137,0,2001,54.77623006701469
41030,41,3,-112.101236378137,0,2006,76.24051550030708
41030,41,3,-112.101236378137,0,2008,72.0486102104187
41030,41,3,-112.101236378137,0,2013,37.57144435122609
41030,41,3,-112.101236378137,0,2018,60.15051093697548
41031,41,3,-125.2041361323609,0,1994,46.16459210962057
41031,41,3,-125.2041361323609,0,1996,41.79963618516922
41031,41,3,-125.2041361323609,0,2001,49.89257818460464
41031,41,3,-125.2041361323609,0,2006,69.94106209278107
41031,41,3,-125.2041361323609,0,2008,69.97713077068329
41031,41,3,-125.2041361323609,0,2013,35.04589710757136
41031,41,3,-125.2041361323609,0,2018,60.23742879927158
41032,41,3,-105.6382700221677,0,1994,37.55546951293945
41032,41,3,-105.6382700221677,0,1996,43.45317322015762
41032,41,3,-105.6382700221677,0,2001,40.18530416488647
41032,41,3,-105.6382700221677,0,2006,52.81018067896366
41032,41,3,-105.6382700221677,0,2008,73.61965489387512
41032,41,3,-105.6382700221677,0,2013,50.20865587890148
41032,41,3,-105.6382700221677,0,2018,57.87461524456739
41033,41,3,-128.0243360107793,0,1994,37.1370125412941
41033,41,3,-128.0243360107793,0,1996,35.38747012615204
41033,41,3,-128.0243360107793,0,2001,38.36462777853012
41033,41,3,-128.0243360107793,0,2006,54.41501221060753
41033,41,3,-128.0243360107793,0,2008,72.96279430389404
41033,41,3,-128.0243360107793,0,2013,34.18047095090151
41033,41,3,-128.0243360107793,0,2018,59.67064292728901
41034,41,3,-96.37957888243361,0,1994,37.69697473943233
41034,41,3,-96.37957888243361,0,1996,36.28676873445511
41034,41,3,-96.37957888243361,0,2001,39.41568130254745
41034,41,3,-96.37957888243361,0,2006,52.43386203050613
41034,41,3,-96.37957888243361,0,2008,72.12340188026428
41034,41,3,-96.37957888243361,0,2013,43.78258933313191
41034,41,3,-96.37957888243361,0,2018,60.35070325434208
41035,41,3,-124.3358196509222,0,1994,39.61595723032951
41035,41,3,-124.3358196509222,0,1996,35.01538342237473
41035,41,3,-124.3358196509222,0,2001,50.8082383275032
41035,41,3,-124.3358196509222,0,2006,68.16479443758726
41035,41,3,-124.3358196509222,0,2008,70.62746167182922
